image_url,color_1,proportion_1,color_2,proportion_2,color_3,proportion_3,color_4,proportion_4,color_5,proportion_5
"https://ids.lib.harvard.edu/ids/iiif/50803235/full/,150/0/default.jpg",#2e458a,0.2818777777777778,#2f2e2d,0.5078444444444444,#8b95b8,0.0825,#d5d4d7,0.04437777777777778,#616f9d,0.0834
"https://ids.lib.harvard.edu/ids/iiif/50803234/full/,150/0/default.jpg",#302d27,0.5122222222222222,#e9d137,0.26182222222222223,#695a18,0.08688888888888889,#a79329,0.08733333333333333,#f5b808,0.05173333333333333
"https://ids.lib.harvard.edu/ids/iiif/50803233/full/,150/0/default.jpg",#2f2e2c,0.3582444444444444,#e4deda,0.25114444444444445,#365291,0.21986666666666665,#9fa6ba,0.062377777777777775,#6474a0,0.10836666666666667
"https://ids.lib.harvard.edu/ids/iiif/50803232/full/,150/0/default.jpg",#e24f4e,0.3907555555555556,#332d2c,0.3383555555555556,#ebd2ca,0.059111111111111114,#f0a29c,0.08288888888888889,#e87674,0.1288888888888889
"https://ids.lib.harvard.edu/ids/iiif/50803231/full/,150/0/default.jpg",#e0b2a2,0.12386666666666667,#2e2d2b,0.3402222222222222,#d85249,0.03462222222222222,#e4d3bf,0.49,#857e73,0.011288888888888888
"https://ids.lib.harvard.edu/ids/iiif/50803230/full/,150/0/default.jpg",#2d2c29,0.379,#ada74d,0.08713333333333333,#24576e,0.21895555555555554,#edcf35,0.2257111111111111,#637763,0.0892
"https://ids.lib.harvard.edu/ids/iiif/50803229/full/,150/0/default.jpg",#2c2c2d,0.3471111111111111,#1b90c9,0.5150666666666667,#d1d7d9,0.06395555555555556,#71b7d0,0.05906666666666667,#145c7a,0.0148
"https://ids.lib.harvard.edu/ids/iiif/50803228/full/,150/0/default.jpg",#121e60,0.27673333333333333,#e2dad5,0.25226666666666664,#db2346,0.07034444444444445,#2e2d2c,0.3539,#757e93,0.04675555555555556
"https://ids.lib.harvard.edu/ids/iiif/50803227/full/,150/0/default.jpg",#2f2e2c,0.3393777777777778,#dadad6,0.4770666666666667,#d31d16,0.049911111111111114,#161574,0.08862222222222223,#a28997,0.04502222222222222
"https://ids.lib.harvard.edu/ids/iiif/50803226/full/,150/0/default.jpg",#e8dacf,0.3701777777777778,#2f2e2c,0.33768888888888887,#d9616f,0.08715555555555556,#d62039,0.10813333333333333,#e09f9f,0.09684444444444444
"https://ids.lib.harvard.edu/ids/iiif/50803225/full/,150/0/default.jpg",#b5c7cd,0.40274444444444446,#2f2e2d,0.3470666666666667,#768187,0.07862222222222222,#4f575d,0.07836666666666667,#97a6ad,0.0932
"https://ids.lib.harvard.edu/ids/iiif/50803224/full/,150/0/default.jpg",#2c2c2d,0.36493333333333333,#e1d9ce,0.16391111111111112,#1b50a1,0.3589777777777778,#4b76ad,0.06582222222222223,#94abc2,0.04635555555555555
