"filename","image_url","name","office","party","date_int","w_cm","color_name"
"14427122.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427122.jpg","State Senator Fishman","State Senate",,2013,,
"14427121.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,,
"14427120.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427120.jpg","School Finnegan Committee","School Committee",,1974,,
"14427119.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427119.jpg","Mayor Finnegan Boston","Mayor",,1979,,
"14427118.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427118.jpg","Finnegan or him again","Mayor",,1983,,
"14427117.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427117.jpg","Begin again with Finnegan","Mayor",,1983,,
"14427116.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427116.jpg","Finnegan Clerk Superior Criminal Court","Clerk",,,,
"14427115.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,,
"14427114.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,,
"14427113.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427113.jpg","steve Farrell 1977 boston city council","City Council",,1977,,
"14427112.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427112.jpg","Farrell State Senate","State Senate",,,,
"14427111.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427111.jpg","Re-elect Fantini School Committee Vote #1","School Committee",,,,
"14427110.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427110.jpg","Paul Ellison School Committee","School Committee",,,,
"14427109.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427109.jpg","Elliott U.S. Senate","Senate",,,,
"14427108.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427108.jpg","Jamie Eldridge State Senate JamieEldridge.com","State Senate",,2002,,
"14427107.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427107.jpg","John Elder for congress","Congress",,,,
"14427106.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,,
"14427105.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,,
"14427104.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,,
"14427103.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,,
"14427102.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,,
"14427101.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,,
"14427100.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427100.jpg","Edgar for Senate","Senate",,,,
"14427099.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,,
"14427098.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,,
"14427097.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,,
"14427096.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427096.jpg","The Duke & John Kerry","Governor","Democrat",1982,,
"14427095.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,,
"14427094.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,,
"14427093.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,,
"14427092.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,,
"14427091.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,,
"14427090.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,,
"14427089.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,,
"14427088.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427088.jpg","Duke 88","President","Democrat",1988,,
"14355640.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355640.jpg","Dukakis/Bentsen! on my side","President","Democrat",1988,,
"14355639.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355639.jpg","Dukakis should be governor.","Governor","Democrat",1982,,
"14355638.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355638.jpg","Dukakis O'Neill","Governor","Democrat",1974,,
"14355637.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355637.jpg","Dukakis Lieutenant Governor","Lieutenant Governor","Democrat",1970,,
"14355636.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355636.jpg","Dukakis for president '88","President","Democrat",1988,,
"14355635.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355635.jpg","Dukakis for president 1988","President","Democrat",1988,,
"14355634.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355634.jpg","Dukakis for Oregon '88","President","Democrat",1988,,
"14355633.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355633.jpg","Dukakis Bentsen '88","President","Democrat",1988,,
"14355632.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355632.jpg","Dukakis Bentsen","President","Democrat",1988,,
"14355631.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355631.jpg","Dukakis Bentsen","President","Democrat",1988,,
"14355630.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355630.jpg","Dukakis Bentsen","President","Democrat",1988,,
"14355629.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355629.jpg","Dukakis Bentsen","President","Democrat",1988,,
"14355628.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355628.jpg","Dukakis A Leader for President","President","Democrat",1988,,
"14355627.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355627.jpg","Dukakis 1988","President","Democrat",1988,,
"14355626.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355626.jpg","Dukakis",,"Democrat",1970,,
"14355625.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355625.jpg","Dukakis",,"Democrat",,,
"14355624.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355624.jpg","AFSCME for Dukakis Bentsen","President","Democrat",1988,,
"14355623.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355623.jpg","Duggan for Selectman","Selectman",,2008,,
"14355622.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355622.jpg","Duffey.",,,,,
"14355621.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355621.jpg","Dudley Dudley Congress Congress","Congress","Democrat",1984,,
"14355620.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355620.jpg","Dudley Dudley Congress Congress","Congress","Democrat",1984,,
"14355619.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355619.jpg","Dudley Dudley; ...worth repeating!","Governor's executive council","Democrat",1976,,
"14355618.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355618.jpg","re Pete du Pont","Governor","Republican",1980,,
"14355617.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355617.jpg","De lete Pete","Governor","Republican",1980,,
"14355616.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355616.jpg","Droney U.S. Senator","Senate","Democrat",1972,,
"14355615.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355615.jpg","Drinan!","Congress","Democrat",1971,,
"14355614.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355614.jpg","Drinan United States Congress","Congress","Democrat",1971,,
"14355613.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355613.jpg","Drinan United States Congress","Congress","Democrat",1971,,
"14355612.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355612.jpg","Congressman Drinan","Congress","Democrat",1971,,
"14355611.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355611.jpg","Doyle '80","Congress","Democrat",1980,,
"14355610.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355610.jpg","Elect Doty Congress","Congress","Democrat",1950,,
"14355609.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355609.jpg","write in Dotterman representative","Representative",,,,
"14355608.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355608.jpg","Dotterman","Representative",,,,
"14355607.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355607.jpg","Dorfman for D.A.",,,,,
"14355606.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355606.jpg","Don't accept less Donovan congress","Congress",,,,
"14355605.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355605.jpg","Bill Donovan City Council","City Council",,2013,,
"14355604.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355604.jpg","Bob Dole. President.","President","Republican",1996,,
"14355603.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355603.jpg","Dodd","Senate","Democrat",1950,,
"14355602.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355602.jpg","Paul Doane Congress","Congress","Republican",1980,,
"14355601.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355601.jpg","Diozzi Lieutenant Governor","Lieutenant Governor",,,,
"14355600.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355600.jpg","Dillon State Representative Brookline","State Representative",,,,
"14355599.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355599.jpg","Florida Dickinson Reduce Tag Price",,,,,
"14355598.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355598.jpg","only DiCara can win","Mayor","Democrat",1983,,
"14355597.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355597.jpg","Larry DiCara","Mayor","Democrat",1983,,
"14355596.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355596.jpg","DiCara Everybody's Mayor","Mayor","Democrat",1983,,
"14355595.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355595.jpg","Dewey for President","President","Republican",1944,,
"14355594.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355594.jpg","Re-elect Dellums 8th C.D.","House of Reps","Democrat",1972,,
"14355593.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355593.jpg","Davoren Secretary of State","Secretary of State",,1966,,
"14355592.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355592.jpg","Free Angela and All Political Prisoners",,,1971,,
"14355591.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355591.jpg","George Dargo Selectman for the 90's","Selectman",,1990,,
"14355590.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355590.jpg","Darcey",,,,,
"14355589.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355589.jpg","Re-elect Danovitch a decade of service to the district",,,,,
"14355588.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355588.jpg","Insiders for D'Amico",,"Democrat",,,
"14355587.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355587.jpg","D'Amico for Congress","Congress","Democrat",,,
"14355586.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355586.jpg","D'Amico for Congress","Congress","Democrat",,,
"14355585.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355585.jpg","D'Amico",,"Democrat",,,
"14355584.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355584.jpg","Another Mole for D'Amico",,"Democrat",,,
"14355583.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355583.jpg","Elect D'agostino Representative","Representative","Democrat",,,
"14355582.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355582.jpg","Lynn Cutler for Congress","Congress","Democrat",1980,,
"14355581.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355581.jpg","Curtis",,,,,
"14355580.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355580.jpg","Mario Cuomo Mayor","Mayor","Democrat",1977,,
"14355579.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355579.jpg","Vote Culver 1980 Labor Supports Supports Labor",,"Democrat",1980,,
"14355578.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355578.jpg","John Culver for U.S. Senate","Senate","Democrat",1974,,
"14355577.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355577.jpg","Culver",,"Democrat",,,
"14355576.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355576.jpg","Culver",,"Democrat",,,
"14355575.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355575.jpg","Crowley",,,,,
"14355574.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355574.jpg","Cronin for Congress","Congress","Republican",1972,,
"14355573.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355573.jpg","Joe Croken for Congress","Congress",,,,
"14355572.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355572.jpg","I've Switched to Croken for Congress","Congress",,,,
"14355571.jpg","https://tracy-st.github.io/hks-political-buttons/images/14355571.jpg","Elect Joe Croken for Congress","Congress",,,,
"14022986.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022986.jpg","Cranston '84 (Massachusetts)",,,1984,,
"14022985.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022985.jpg","Cranston '84",,,1984,,
"14022984.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022984.jpg","CPPAX for Cranston",,,,,
"14022983.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022983.jpg","Phil Crane for President","President","Republican",1978,,
"14022982.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022982.jpg","Cowin Attorney General","Attorney General",,1974,,
"14022981.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022981.jpg","Democrat Couture Representative","Representative","Democrat",,,
"14022980.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022980.jpg","Cottone U.S. Senate","Senate",,,,
"14022979.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022979.jpg","Glenn Cooper for Congress","Congress","Democrat",1972,,
"14022977.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022977.jpg","The People's Choice Conte",,"Republican",,,
"14022976.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022976.jpg","Re-elect Conte to Congress","Congress","Republican",,,
"14022975.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022975.jpg","Conte the People's Choice",,"Republican",,,
"14022974.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022974.jpg","Re-elect Mike Connolly Secretary of State","Secretary of State",,,,
"14022973.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022973.jpg","Mike Connolly U.S. Senate","Senate",,,,
"14022972.jpg","https://tracy-st.github.io/hks-political-buttons/images/14022972.jpg","Mike Connolly Secretary of State","Secretary of State",,,,
