"filename","image_url","name","office","party","date_int","w_cm","color_name"
"14445056.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445056.jpg","Congress Lives",,,,3,"black"
"14445055.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445055.jpg","Common Cause",,,,5.3,"black"
"14445054.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445054.jpg","Clean Coal A Cheap Turn-On",,,,5.6,"black"
"14445053.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445053.jpg","choose",,,,2.5,"yellow"
"14445052.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445052.jpg","cead mile failte",,,,2.5,"black"
"14445051.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445051.jpg","Caution: Your Smoking May Be Hazardous to My Health",,,1972,3.8,"black"
"14445050.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445050.jpg","Catholics for a Free Choice",,,,5.5,"black"
"14445049.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445049.jpg","Care Enoughâ¦vote for Louise",,,,5.6,"black"
"14445048.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445048.jpg","Canadian maple leaf",,,,0.5,"black"
"14445047.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445047.jpg","Can you do it? 25 or die May 9, 1971",,,1971,3.8,"orange"
"14445046.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445046.jpg","Can David Still Beat Goliath?",,,,5.5,"brown"
"14445045.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445045.jpg","Cambodia No!",,,,3.2,"black"
"14445044.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445044.jpg","Buy Israel Bonds",,,,3.8,"black"
"14445043.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445043.jpg","Bring Justice to America's Fields in '76",,,1976,3.7,"black"
"14445042.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445042.jpg","Boycott Scab Lettuce",,,,3.2,"black"
"14445041.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445041.jpg","Boycott Scab Grapes",,,,3.7,"black"
"14445040.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445040.jpg","Boycott Non-union Lettuce",,,,3.2,"pink"
"14445039.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445039.jpg","Boycott Non-union Lettuce",,,,3.2,"red"
"14445038.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445038.jpg","Boycott Non-UFW Lettuce",,,,3.7,"brown"
"14445037.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445037.jpg","Boycott Non-UFW Grapes",,,,3.8,"black"
"14445036.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445036.jpg","Boycott J.P. Stevens",,,1978,3.5,"brown"
"14445035.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445035.jpg","Boycott Grapes",,,,3.8,"brown"
"14445034.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445034.jpg","Blue Star of David with Hebrew and blood dripping",,,,5.8,"pink"
"14445033.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445033.jpg","Blue Star of David with Hebrew",,,,5.5,"black"
"14445032.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445032.jpg","Bike for a better city",,,,3.2,"black"
"14445031.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445031.jpg","Bicycles Don't Pollute",,,,3.8,"orange"
"14445030.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445030.jpg","Better Home Heat Council",,,,1.5,"gray"
"14445029.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445029.jpg","Better active today than radioactive tomorrow",,,,4.5,"black"
"14445028.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445028.jpg","Be friendly",,,,3,"black"
"14445027.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445027.jpg","Bangladesh",,,,4.4,"black"
"14445026.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445026.jpg","Ban Handguns",,,,5.7,"gray"
"14445025.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445025.jpg","B.E.R.C. 1933",,,,1,"gray"
"14445024.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445024.jpg","April 24 Out Now! NPAC Wash., D.C.",,,,4.4,"black"
"14445023.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445023.jpg","April 14-15 [fist]",,,,3.2,"black"
"14445022.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445022.jpg","Amnesty is Justice",,,,3.1,"black"
"14445021.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445021.jpg","American and Israeli flags",,,,2.6,"black"
"14445020.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445020.jpg","America: Discover the Great State of Maine",,,,5.6,"black"
"14445019.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445019.jpg","Almost Heaven West Virginia",,,,2.5,"black"
"14445018.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445018.jpg","AFT Be A Winner",,,,4,"pink"
"14445017.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445017.jpg","AFL-CIO American Federation Employees (picture of Capitol)",,,,1,"pink"
"14445016.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445016.jpg","ADA",,,,4.4,"pink"
"14445015.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445015.jpg","A.F.G.E. Affiliated with AFL-CIO",,,,4.5,"black"
"14445014.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445014.jpg","A Day's Pay for Peace",,,,2.5,"black"
"14445013.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445013.jpg","A Common Goal For This Millenium",,,,5.3,"black"
"14445012.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445012.jpg","A Clean Sweep Vote Democrat",,"Democrat",,5.1,"black"
"14445011.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445011.jpg","A AFSCME/SEIU Alliance AFL-CIO",,,,3.8,"black"
"14445010.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445010.jpg","59 cents",,,1960,3.8,"black"
"14445009.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445009.jpg","2/3 Blind are Women, The Women's Eye Heath Task Force, Let's change it!",,,,5,"red"
"14445008.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445008.jpg","2.5",,,,4.5,"red"
"14445007.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445007.jpg","18 x 72",,,,5.6,"black"
"14445006.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445006.jpg",,,,1980,3.4,"black"
"14445005.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445005.jpg","American and Canadian flags",,,,,
"14445004.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445004.jpg","Small round pin with red, blue and gold",,,,1,"gray"
"14445003.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445003.jpg",,,,,2,"black"
"14445002.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445002.jpg",,,,,2,"black"
"14445001.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445001.jpg","Suzdal'",,,,3.2,"black"
"14445000.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445000.jpg",,,,1980,3,"gray"
"14444999.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444999.jpg","1980 Moscow Olympics bear mascot",,,1980,3,"black"
"14444998.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444998.jpg","$2 in '74 for Cope",,,1974,2.5,"black"
"14444997.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444997.jpg","There's blood on those grapes!",,,,3,"pink"
"14444996.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444996.jpg","Zoll",,,,3.7,"black"
"14444995.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444995.jpg","Zimmerman Congress","Congress",,,3.5,"black"
"14444994.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444994.jpg","Zemprelli State Senator Performance Counts","Senate",,,4.8,"orange"
"14444993.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444993.jpg","Zeger for representative","Representative",,,3,"brown"
"14444992.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444992.jpg","72 Yorty for President","President","Democrat",1972,3.2,"black"
"14444991.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444991.jpg","Elect Wyman U.S. Senator","Senate","Republican",1974,3,"black"
"14444990.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444990.jpg","Wilson Caso","Governor","Republican",1974,3,"pink"
"14444989.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444989.jpg","Willkie for President","President","Republican",1940,2,"black"
"14444988.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444988.jpg","Willkie for President","President","Republican",1940,2.2,"black"
"14444987.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444987.jpg","Willkie for President","President","Republican",1940,2.2,"gray"
"14444986.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444986.jpg","Salltonstall Cahill Willkie McNary Parkman",,,1940,2,"brown"
"14444985.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444985.jpg","If I were 21 I'd vote for Willkie","President","Republican",1940,3.3,"gray"
"14444984.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444984.jpg","Elect Whittier Governor","Governor","Republican",1956,3.2,"black"
"14444983.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444983.jpg","Paul White",,,,3.2,"pink"
"14444982.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444982.jpg","Mark White State Senate","State Senate","Republican",2010,4,"black"
"14444981.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444981.jpg","White + Dukakis = leadership","Mayor","Democrat",1970,3.8,"black"
"14444980.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444980.jpg","This is a white button.","Mayor","Democrat",,5.8,"black"
"14444979.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444979.jpg","The Mayor","Mayor","Democrat",,5.8,"black"
"14444978.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444978.jpg","The Mayor","Mayor","Democrat",,5.8,"black"
"14444977.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444977.jpg","Mayor White","Mayor","Democrat",,3,"black"
"14444976.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444976.jpg","Mayor White","Mayor","Democrat",,3,"pink"
"14444975.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444975.jpg","Mayor White","Mayor","Democrat",,5.7,"black"
"14444974.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444974.jpg","Kevin White Mayor","Mayor","Democrat",1967,2.5,"pink"
"14444973.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444973.jpg","Boot Kevin","Mayor","Democrat",,3.5,"orange"
"14444972.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444972.jpg","City mayor (Chinese)","Mayor","Democrat",,3.7,"pink"
"14444971.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444971.jpg","White Representative","Representative",,,4.4,"purple"
"14444970.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444970.jpg","Bill Weld Attorney General","Attorney General","Republican",,,
"14444969.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444969.jpg","Lew Weinstein for U.S. Congress","Congress",,1980,,
"14444968.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444968.jpg","Lou Who?","Mayor","Republican",1977,,
"14444967.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444967.jpg","Mike Wallace",,,,2.5,"black"
"14444966.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444966.jpg","Wallace LeMay '68","President","Democrat",1968,3,"purple"
"14444965.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444965.jpg","Wallace LeMay","President","Democrat",1968,2.5,"black"
"14444964.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444964.jpg","Wallace for President Stand up for America","President","Democrat",,4.1,"black"
"14444963.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444963.jpg","Wallace for President Stand up for America","President","Democrat",,2.5,"black"
"14444962.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444962.jpg","Wallace for President","President","Democrat",,3.6,"black"
"14444961.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444961.jpg","Wallace for President (misprint)","President","Democrat",,3.6,"purple"
"14444960.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444960.jpg","Wallace for President","President","Democrat",,2.5,"brown"
"14444959.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444959.jpg","Wallace","President","Democrat",,3.6,"black"
"14444958.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444958.jpg","Wallace / LeMay","President","Democrat",1968,3.5,"black"
"14444957.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444957.jpg","Vote for Wallace","President","Democrat",,4.4,"black"
"14444956.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444956.jpg","If you liked Hitler, You'll love Wallace","President","Democrat",,3.2,"black"
"14444954.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444954.jpg","George C. Wallace Alabama's Fighting Governor","President","Democrat",,4,"black"
"14444953.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444953.jpg","Walker for Congress","Congress",,,2.9,"black"
"14444952.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444952.jpg","Adam Walinsky Attorney General","Attorney General",,,4,"gray"
"14444951.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444951.jpg","Waihee Gov. Cayetano Lt. Gov. HGEA AFSCME","Governor","Democrat",1986,6,"black"
"14444950.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444950.jpg","Vote Volpe","Governor","Republican",1960,2.5,"black"
"14444949.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444949.jpg","Vote Volpe","Governor","Republican",,2.5,"black"
"14444948.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444948.jpg","Vote the Man Vote Volpe","Governor","Republican",,2.6,"black"
"14444947.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444947.jpg","Volpe Richardson","Governor","Republican",1964,3.5,"black"
"14444946.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444946.jpg","Volpe","Governor","Republican",,2.5,"black"
"14444945.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444945.jpg","Volpe","Governor","Republican",,2.6,"black"
"14444944.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444944.jpg","Keep Volpe","Governor","Republican",1962,2.5,"black"
"14444943.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444943.jpg","Bring Back Volpe","Governor","Republican",1964,2.2,"black"
"14444942.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444942.jpg","Elect Vognild Senate Demo. 38th District","Senate",,1978,5.8,"black"
"14444941.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444941.jpg","Vanderveen","Harvard University alumnus",,,5.8,"brown"
"14444940.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444940.jpg","Udall Udall Udall Udall Udall","President","Democrat",,3.5,"black"
"14444939.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444939.jpg","Udall Udall Udall Udall Udall","President","Democrat",,3.5,"black"
"14444938.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444938.jpg","Udall President","President","Democrat",1976,3,"gray"
"14444937.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444937.jpg","Udall President","President","Democrat",1976,2.5,"black"
"14444936.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444936.jpg","Udall for President","President","Democrat",1976,3.1,"gray"
"14444935.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444935.jpg","Udall for President","President","Democrat",1976,3.1,"pink"
"14444934.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444934.jpg","Udall","President","Democrat",,3.7,"black"
"14444933.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444933.jpg","Udall","President","Democrat",,3.6,"black"
"14444932.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444932.jpg","Udall","President","Democrat",,5.6,"brown"
"14444931.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444931.jpg","udall","President","Democrat",,3.7,"green"
"14444930.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444930.jpg","udall","President","Democrat",,3.7,"black"
"14444929.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444929.jpg","udall","President","Democrat",,,
"14444928.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444928.jpg","The most Udall","President","Democrat",,3.5,"black"
"14444927.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444927.jpg","MS. For Mo","President","Democrat",1976,3.6,"black"
"14444926.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444926.jpg","MS. For Mo","President","Democrat",,3.6,"black"
"14444925.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444925.jpg","Mo Udall '76","President","Democrat",1976,3,"black"
"14444924.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444924.jpg","Mo","President","Democrat",,1,"black"
"14444923.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444923.jpg","Me for Mo","President","Democrat",,3.5,"black"
"14444922.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444922.jpg","Go Mo","President","Democrat",,3.6,"black"
"14444921.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444921.jpg","Democrat Mo Udall 1980","President","Democrat",1980,5.5,"black"
"14444920.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444920.jpg","Rosemarie Turino for Congress","Congress","Democrat",1976,5.6,"black"
"14444919.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444919.jpg","Joe Tully senator","Senate","Democrat",1970,4.5,"black"
"14444918.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444918.jpg","Tsongas, Ralph & Counihan Reform Middlesex County","Senate","Democrat",1971,5.5,"brown"
"14444917.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444917.jpg","Tsongas","Senate","Democrat",,4.4,"black"
"14444916.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444916.jpg","President Tsongas 1980","Senate","Democrat",1980,5.8,"black"
"14444915.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444915.jpg","Paul Tsongas U.S. Senator","Senate","Democrat",1974,4.3,"pink"
"14444914.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444914.jpg","Paul Tsongas U.S. Senate","Senate","Democrat",1974,5.6,"black"
"14444913.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444913.jpg","Paul Tsongas","Senate","Democrat",,5.5,"black"
"14444912.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444912.jpg","Democrat for President Tsongas","Senate","Democrat",1992,5.6,"black"
"14444911.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444911.jpg","Truman and Barkley","President","Democrat",1948,3.5,"gray"
"14444910.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444910.jpg","Harry S. Truman for President","President","Democrat",1948,3.5,"gray"
"14444909.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444909.jpg","Toby '76",,,,3.6,"black"
"14444908.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444908.jpg","Toby",,,,2.8,"black"
"14444907.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444907.jpg","Timilty",,,,3,"pink"
"14444906.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444906.jpg","Timilty mayor",,,,5.4,"gray"
"14444905.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444905.jpg","Timility",,,,3.8,"gray"
"14444904.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444904.jpg","Jim Tierney 1986","Attorney General","Democrat",1986,3,"gray"
"14444903.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444903.jpg","Keep Thomson Governor","Governor","Republican",1974,3.7,"yellow"
"14444902.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444902.jpg","Keep Thomson Governor","Governor","Republican",1974,3.7,"black"
"14444901.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444901.jpg","For Mayor of Lynn Tennant","Mayor","Republican",1984,5.5,"black"
"14444900.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444900.jpg","Robin Taylor","Candidate",,,4.3,"black"
"14444899.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444899.jpg","Robin",,,,4.2,"pink"
"14444898.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444898.jpg","Tarantino State representative fiscal conservative","State Representative",,,4.5,"pink"
"14444897.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444897.jpg","Picture of Taft","President","Republican",1908,3,"black"
"14444896.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444896.jpg","Jim Symmington for Senator","Senate","Democrat",1976,3.8,"pink"
"14444895.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444895.jpg","Swift",,,,3.1,"black"
"14444894.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444894.jpg","Swift",,,,3.1,"black"
"14444893.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444893.jpg","Sullivan Lt. Governor","Lieutenant Governor","Democrat",2004,4,"gray"
"14444892.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444892.jpg","STUDDS","Representative","Democrat",1972,3.7,"black"
"14444891.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444891.jpg","Studds","Representative","Democrat",1972,4,"pink"
"14444890.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444890.jpg","Vote Stone selectman","Selectman",,,5.5,"pink"
"14444889.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444889.jpg","Steward",,,,4.4,"black"
"14444888.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444888.jpg","Adlai III","Senate","Democrat",1970,2.5,"pink"
"14444887.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444887.jpg","Adlai","Senate","Democrat",1970,4,"black"
"14444886.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444886.jpg","Vote Adlai","President","Democrat",1950,3.5,"black"
"14444885.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444885.jpg","Vote Adlai","President","Democrat",1950,3.5,"black"
"14444884.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444884.jpg","Vote Adlai","President","Democrat",1950,3.5,"gray"
"14444883.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444883.jpg","Stevenson Kefauver","President","Democrat",1956,2.5,"black"
"14444882.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444882.jpg","Stevenson Kefauver","President","Democrat",1956,2.3,"gray"
"14444881.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444881.jpg","Stevenson for President 1960","President","Democrat",1960,3.5,"black"
"14444880.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444880.jpg","Stevenson and Kefauver","President","Democrat",1956,2,"black"
"14444879.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444879.jpg","Stevenson","President","Democrat",1950,2,"pink"
"14444878.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444878.jpg","Adlai and Estes","President","Democrat",1956,2.2,"black"
"14444877.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444877.jpg","Stern",,,,5.5,"black"
"14444876.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444876.jpg","Stein",,,,3.5,"black"
"14444875.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444875.jpg","Bob Stein Selectman","Selectman",,,4.4,"brown"
"14444874.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444874.jpg","Stassen","President","Republican",1948,2.5,"pink"
"14444873.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444873.jpg","Stassen","President","Republican",1948,2.5,"black"
"14444872.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444872.jpg","Aaron Spencer State Senator","Senate",,,5.5,"black"
"14444871.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444871.jpg","Spaulding Senator for the 70's","Senate","Republican",1970,4.3,"black"
"14444870.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444870.jpg","Josiah Spaulding","Senate","Republican",,5.8,"black"
"14444869.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444869.jpg","Sommaripa U.S. Senate '72","Senate","Democrat",1972,4.5,"red"
"14444868.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444868.jpg","Solomon",,,,4.5,"black"
"14444867.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444867.jpg","Jim Smith",,,,3.8,"black"
"14444866.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444866.jpg","Elect Simons Representative","Representative",,,4,"pink"
"14444865.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444865.jpg","Siger for Senate","Senate",,,5.5,"black"
"14444864.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444864.jpg","Shirley Sidd Treasurer","Treasurer","Democrat",1977,4.4,"black"
"14444863.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444863.jpg","Shriver he can change things","Vice President","Democrat",,4,"black"
"14444862.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444862.jpg","Shriver for President 1976","President","Democrat",1976,5.5,"black"
"14444861.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444861.jpg","Shriver for President","President","Democrat",1976,2.6,"pink"
"14444860.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444860.jpg","Shriver for President","President","Democrat",1976,2.6,"black"
"14444859.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444859.jpg","Shriver for President","President","Democrat",1976,2.9,"black"
"14444858.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444858.jpg","Shriver","President","Democrat",1976,3.7,"black"
"14444857.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444857.jpg","Shriver","President","Democrat",1976,2.9,"black"
"14444856.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444856.jpg","Shriver","President","Democrat",1976,3.5,"red"
"14444855.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444855.jpg","Shriver","Vice President","Democrat",,4.2,"pink"
"14444854.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444854.jpg","Shriver Si!","President","Democrat",1976,3.7,"black"
"14444853.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444853.jpg","Carroll Sheehan A Republican Governor","Governor","Republican",1974,5.6,"pink"
"14444852.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444852.jpg","Shea Yes!","Congress","Democrat",1984,3.2,"pink"
"14444851.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444851.jpg","Phil Shea Democrat U.S. Congress","Congress","Democrat",1984,4.2,"black"
"14444850.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444850.jpg","Shapp/Kline","Governor","Democrat",1970,3.5,"gray"
"14444849.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444849.jpg","Shapp Kline","Governor","Democrat",1970,3.8,"black"
"14444848.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444848.jpg","Shapp for President '76 (slightly different production on back)","President","Democrat",1976,2.9,"purple"
"14444847.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444847.jpg","Shapp for President '76","President","Democrat",1976,2.9,"black"
"14444846.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444846.jpg","Jim Shannon U.S. Senate","Senate","Democrat",1984,5.5,"pink"
"14444845.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444845.jpg","Jim Shannon U.S. Congress","Congress","Democrat",1986,5.6,"green"
"14444844.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444844.jpg","Elect Bernard P. Shannon U.S. Senator","Senate","Democrat",1976,5.5,"black"
"14444843.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444843.jpg","Ray Shamie U.S. Senate","Senate",,1982,5.5,"pink"
