iiifid,libraryId,frequency,Hex,R,G,B,name,earliest_date,latest_date,wcm,dim2cm,dim3cm,person,party,location,office
497510165,103405234,0.03149414063,#99262F,153,38,47,Bush Quayle 1988,,,3.1,,,,,,
497510168,103405236,0.2829589844,#20201F,32,32,31,Bush Quayle 1992,,,3.5,,,,,,
497510168,103405236,0.2709655762,#AFB0B3,175,176,179,Bush Quayle 1992,,,3.5,,,,,,
497510168,103405236,0.2381591797,#9F9CA1,159,156,161,Bush Quayle 1992,,,3.5,,,,,,
497510168,103405236,0.1431121826,#2C2863,44,40,99,Bush Quayle 1992,,,3.5,,,,,,
497510168,103405236,0.06480407715,#B73038,183,48,56,Bush Quayle 1992,,,3.5,,,,,,
497511152,103405240,0.488067627,#047A9C,4,122,156,SEIU Justicia Justice For Janitors,,,5.2,,,,,,
497511152,103405240,0.2399291992,#28273D,40,39,61,SEIU Justicia Justice For Janitors,,,5.2,,,,,,
497511152,103405240,0.1021728516,#E7DF25,231,223,37,SEIU Justicia Justice For Janitors,,,5.2,,,,,,
497511152,103405240,0.09143066406,#66A29F,102,162,159,SEIU Justicia Justice For Janitors,,,5.2,,,,,,
497511152,103405240,0.0783996582,#CFD8CE,207,216,206,SEIU Justicia Justice For Janitors,,,5.2,,,,,,
497510171,103405246,0.4759521484,#282771,40,39,113,Perot,,,4.2,,,,,,
497510171,103405246,0.2933807373,#1F1F1F,31,31,31,Perot,,,4.2,,,,,,
497510171,103405246,0.1554260254,#B1A446,177,164,70,Perot,,,4.2,,,,,,
497510171,103405246,0.05323791504,#4B4D85,75,77,133,Perot,,,4.2,,,,,,
497510171,103405246,0.02200317383,#66654E,102,101,78,Perot,,,4.2,,,,,,
497511155,103405248,0.3979949951,#BF4639,191,70,57,Safe Jobs Now,,,7,,,,,,
497511155,103405248,0.2278747559,#CEA157,206,161,87,Safe Jobs Now,,,7,,,,,,
497511155,103405248,0.1808319092,#56302B,86,48,43,Safe Jobs Now,,,7,,,,,,
497511155,103405248,0.1296234131,#232121,35,33,33,Safe Jobs Now,,,7,,,,,,
497511155,103405248,0.06367492676,#B0664B,176,102,75,Safe Jobs Now,,,7,,,,,,
497511158,103405252,0.5531921387,#D8D0C7,216,208,199,Health Care '09,,,7.9,,,,,,
497511158,103405252,0.1625976563,#1693B6,22,147,182,Health Care '09,,,7.9,,,,,,
497511158,103405252,0.1270446777,#252424,37,36,36,Health Care '09,,,7.9,,,,,,
497511158,103405252,0.1157836914,#A3A8A8,163,168,168,Health Care '09,,,7.9,,,,,,
497511158,103405252,0.04138183594,#747B7D,116,123,125,Health Care '09,,,7.9,,,,,,
497510174,103405256,0.3650665283,#025A47,2,90,71,ERA Yes,,,5.5,,,,,,
497510174,103405256,0.2902679443,#1F1F1F,31,31,31,ERA Yes,,,5.5,,,,,,
497510174,103405256,0.25340271,#B5B5BA,181,181,186,ERA Yes,,,5.5,,,,,,
497510174,103405256,0.05773925781,#387061,56,112,97,ERA Yes,,,5.5,,,,,,
497510174,103405256,0.03352355957,#6A8D85,106,141,133,ERA Yes,,,5.5,,,,,,
497510177,103405259,0.2874450684,#1F1F1F,31,31,31,Go Vote Go Run Go Lead Go Girl,,,5.5,,,,,,
497510177,103405259,0.224822998,#873349,135,51,73,Go Vote Go Run Go Lead Go Girl,,,5.5,,,,,,
497510177,103405259,0.2056884766,#1B6691,27,102,145,Go Vote Go Run Go Lead Go Girl,,,5.5,,,,,,
497510177,103405259,0.1842803955,#5A5878,90,88,120,Go Vote Go Run Go Lead Go Girl,,,5.5,,,,,,
497510177,103405259,0.09776306152,#B6B4C0,182,180,192,Go Vote Go Run Go Lead Go Girl,,,5.5,,,,,,
497511161,103405262,0.3500366211,#BA383F,186,56,63,More Work? Frozen Pay? No Way!,,,6.8,,,,,,
497511161,103405262,0.2678527832,#DAD8DD,218,216,221,More Work? Frozen Pay? No Way!,,,6.8,,,,,,
497511161,103405262,0.2309417725,#2C2829,44,40,41,More Work? Frozen Pay? No Way!,,,6.8,,,,,,
497511161,103405262,0.08432006836,#684E51,104,78,81,More Work? Frozen Pay? No Way!,,,6.8,,,,,,
497511161,103405262,0.06684875488,#B09799,176,151,153,More Work? Frozen Pay? No Way!,,,6.8,,,,,,
497510180,103405268,0.4562072754,#064D65,6,77,101,Spread the Vote,,,5.5,,,,,,
497510180,103405268,0.2907104492,#1E1F1F,30,31,31,Spread the Vote,,,5.5,,,,,,
497510180,103405268,0.1571960449,#C2C3CB,194,195,203,Spread the Vote,,,5.5,,,,,,
497510180,103405268,0.0724029541,#406374,64,99,116,Spread the Vote,,,5.5,,,,,,
497510180,103405268,0.02348327637,#7F97A9,127,151,169,Spread the Vote,,,5.5,,,,,,
497511164,103405270,0.3558349609,#25416E,37,65,110,Caeol Shea-Porter,,,6.3,,,,,,
497511164,103405270,0.3004302979,#222222,34,34,34,Caeol Shea-Porter,,,6.3,,,,,,
497511164,103405270,0.205871582,#D6D7DA,214,215,218,Caeol Shea-Porter,,,6.3,,,,,,
497511164,103405270,0.08129882813,#B8BDC2,184,189,194,Caeol Shea-Porter,,,6.3,,,,,,
497511164,103405270,0.05656433105,#677690,103,118,144,Caeol Shea-Porter,,,6.3,,,,,,
497510183,103405278,0.3826751709,#B4B5C8,180,181,200,"Virginia's List ; When You Invest in Women, Women Win",,,5.6,,,,,,
497510183,103405278,0.2927246094,#1F1F1F,31,31,31,"Virginia's List ; When You Invest in Women, Women Win",,,5.6,,,,,,
497510183,103405278,0.2130126953,#98A0AF,152,160,175,"Virginia's List ; When You Invest in Women, Women Win",,,5.6,,,,,,
497510183,103405278,0.05828857422,#28395F,40,57,95,"Virginia's List ; When You Invest in Women, Women Win",,,5.6,,,,,,
497510183,103405278,0.0532989502,#636E8A,99,110,138,"Virginia's List ; When You Invest in Women, Women Win",,,5.6,,,,,,
497511167,103405280,0.5377655029,#272622,39,38,34,Fighting For Our Future,,,4.5,,,,,,
497511167,103405280,0.3433990479,#348175,52,129,117,Fighting For Our Future,,,4.5,,,,,,
497511167,103405280,0.048828125,#799079,121,144,121,Fighting For Our Future,,,4.5,,,,,,
497511167,103405280,0.03936767578,#445447,68,84,71,Fighting For Our Future,,,4.5,,,,,,
497511167,103405280,0.03063964844,#C2B67F,194,182,127,Fighting For Our Future,,,4.5,,,,,,
497511170,103405282,0.2650604248,#29271F,41,39,31,Outreach Education CHEC,,,4.2,,,,,,
497511170,103405282,0.2604980469,#144340,20,67,64,Outreach Education CHEC,,,4.2,,,,,,
497511170,103405282,0.219039917,#C38E0D,195,142,13,Outreach Education CHEC,,,4.2,,,,,,
497511170,103405282,0.160446167,#A67904,166,121,4,Outreach Education CHEC,,,4.2,,,,,,
497511170,103405282,0.09495544434,#685626,104,86,38,Outreach Education CHEC,,,4.2,,,,,,
497510186,103405288,0.5013580322,#A41E25,164,30,37,Moms Demand Action For Gun Sense in America,,,5.5,,,,,,
497510186,103405288,0.2757110596,#211E1E,33,30,30,Moms Demand Action For Gun Sense in America,,,5.5,,,,,,
497510186,103405288,0.1111907959,#C1BB9D,193,187,157,Moms Demand Action For Gun Sense in America,,,5.5,,,,,,
497510186,103405288,0.07168579102,#AD4847,173,72,71,Moms Demand Action For Gun Sense in America,,,5.5,,,,,,
497510186,103405288,0.04005432129,#BA8071,186,128,113,Moms Demand Action For Gun Sense in America,,,5.5,,,,,,
497510189,103405290,0.3592987061,#C5C4CD,197,196,205,Vote Run Lead ; Training Women To Run For Office. And Win.,,,5.6,,,,,,
497510189,103405290,0.286605835,#1F1F1F,31,31,31,Vote Run Lead ; Training Women To Run For Office. And Win.,,,5.6,,,,,,
497510189,103405290,0.137588501,#26678F,38,103,143,Vote Run Lead ; Training Women To Run For Office. And Win.,,,5.6,,,,,,
497510189,103405290,0.1340637207,#8A3F53,138,63,83,Vote Run Lead ; Training Women To Run For Office. And Win.,,,5.6,,,,,,
497510189,103405290,0.0824432373,#868398,134,131,152,Vote Run Lead ; Training Women To Run For Office. And Win.,,,5.6,,,,,,
497511173,103405292,0.3356933594,#CDC9C1,205,201,193,Islanders Caring for Islanders,,,7,,,,,,
497511173,103405292,0.2950744629,#242323,36,35,35,Islanders Caring for Islanders,,,7,,,,,,
497511173,103405292,0.200958252,#6DA6BF,109,166,191,Islanders Caring for Islanders,,,7,,,,,,
497511173,103405292,0.115737915,#0B77A9,11,119,169,Islanders Caring for Islanders,,,7,,,,,,
497511173,103405292,0.05253601074,#C37E8A,195,126,138,Islanders Caring for Islanders,,,7,,,,,,
497510192,103405300,0.5551452637,#A3954B,163,149,75,motivote,,,2,,,,,,
497510192,103405300,0.3007965088,#171615,23,22,21,motivote,,,2,,,,,,
497510192,103405300,0.05758666992,#B4A662,180,166,98,motivote,,,2,,,,,,
497510192,103405300,0.05174255371,#9F7524,159,117,36,motivote,,,2,,,,,,
497510192,103405300,0.03472900391,#8F4821,143,72,33,motivote,,,2,,,,,,
497511176,103405302,0.3203582764,#258CAE,37,140,174,Bargaining For a better Massachusetts,,,7,,,,,,
497511176,103405302,0.2186431885,#83257D,131,37,125,Bargaining For a better Massachusetts,,,7,,,,,,
497511176,103405302,0.1826477051,#C0C5CE,192,197,206,Bargaining For a better Massachusetts,,,7,,,,,,
497511176,103405302,0.1781158447,#222C34,34,44,52,Bargaining For a better Massachusetts,,,7,,,,,,
497511176,103405302,0.1002349854,#CDC30E,205,195,14,Bargaining For a better Massachusetts,,,7,,,,,,
497510195,103405310,0.3792724609,#B4B3BB,180,179,187,[cartoon of peach with Donald Trump's hair] needtoimpeach.com,,,3.2,,,,,,
497510195,103405310,0.3110046387,#21201F,33,32,31,[cartoon of peach with Donald Trump's hair] needtoimpeach.com,,,3.2,,,,,,
497510195,103405310,0.2544708252,#B08236,176,130,54,[cartoon of peach with Donald Trump's hair] needtoimpeach.com,,,3.2,,,,,,
497510195,103405310,0.0354309082,#574F40,87,79,64,[cartoon of peach with Donald Trump's hair] needtoimpeach.com,,,3.2,,,,,,
497510195,103405310,0.01982116699,#838285,131,130,133,[cartoon of peach with Donald Trump's hair] needtoimpeach.com,,,3.2,,,,,,
497511182,103405314,0.6917266846,#CFCFE4,207,207,228,Hinds County for Mike Espy U.S. Senate '20,,,7.8,,,,,,
497511182,103405314,0.1174468994,#232323,35,35,35,Hinds County for Mike Espy U.S. Senate '20,,,7.8,,,,,,
497511182,103405314,0.08590698242,#AD3B40,173,59,64,Hinds County for Mike Espy U.S. Senate '20,,,7.8,,,,,,
497511182,103405314,0.05932617188,#B58797,181,135,151,Hinds County for Mike Espy U.S. Senate '20,,,7.8,,,,,,
497511182,103405314,0.04559326172,#475587,71,85,135,Hinds County for Mike Espy U.S. Senate '20,,,7.8,,,,,,
497510198,103405320,0.5323181152,#232439,35,36,57,Swing Left,,,3.2,,,,,,
497510198,103405320,0.2887268066,#1F1F1E,31,31,30,Swing Left,,,3.2,,,,,,
497510198,103405320,0.07530212402,#4E4E5C,78,78,92,Swing Left,,,3.2,,,,,,
497510198,103405320,0.05944824219,#9C394B,156,57,75,Swing Left,,,3.2,,,,,,
497510198,103405320,0.04420471191,#467DA1,70,125,161,Swing Left,,,3.2,,,,,,
497510201,103405322,0.3130950928,#201F1F,32,31,31,NARAL ; Pro-freedom. Pro-access. Pro-choice. For all.,,,3.2,,,,,,
497510201,103405322,0.2964019775,#694167,105,65,103,NARAL ; Pro-freedom. Pro-access. Pro-choice. For all.,,,3.2,,,,,,
497510201,103405322,0.1821289063,#4D324F,77,50,79,NARAL ; Pro-freedom. Pro-access. Pro-choice. For all.,,,3.2,,,,,,
497510201,103405322,0.1393280029,#7D5F7C,125,95,124,NARAL ; Pro-freedom. Pro-access. Pro-choice. For all.,,,3.2,,,,,,
497510201,103405322,0.06904602051,#9E93A2,158,147,162,NARAL ; Pro-freedom. Pro-access. Pro-choice. For all.,,,3.2,,,,,,
497510204,103405330,0.6095123291,#B8B6BF,184,182,191,Patty Murray,,,5.6,,,,,,
497510204,103405330,0.2932891846,#201F20,32,31,32,Patty Murray,,,5.6,,,,,,
497510204,103405330,0.03805541992,#B1902E,177,144,46,Patty Murray,,,5.6,,,,,,
497510204,103405330,0.03091430664,#7C6368,124,99,104,Patty Murray,,,5.6,,,,,,
497510204,103405330,0.02822875977,#0F6567,15,101,103,Patty Murray,,,5.6,,,,,,
497511188,103405332,0.3218383789,#CF1F36,207,31,54,For Senate Re-Elect Hillary,,,7.5,,,,,,
497511188,103405332,0.3060150146,#222122,34,33,34,For Senate Re-Elect Hillary,,,7.5,,,,,,
497511188,103405332,0.2549438477,#2E2D85,46,45,133,For Senate Re-Elect Hillary,,,7.5,,,,,,
497511188,103405332,0.08776855469,#D0C4D0,208,196,208,For Senate Re-Elect Hillary,,,7.5,,,,,,
497511188,103405332,0.0294342041,#DE697B,222,105,123,For Senate Re-Elect Hillary,,,7.5,,,,,,
497510207,103405340,0.3470001221,#212022,33,32,34,Wirth for Congress,,,5.6,,,,,,
497510207,103405340,0.3454742432,#B3B1BB,179,177,187,Wirth for Congress,,,5.6,,,,,,
497510207,103405340,0.2437591553,#C9C7D3,201,199,211,Wirth for Congress,,,5.6,,,,,,
497510207,103405340,0.04127502441,#756B76,117,107,118,Wirth for Congress,,,5.6,,,,,,
497510207,103405340,0.02249145508,#8C242F,140,36,47,Wirth for Congress,,,5.6,,,,,,
497511191,103405342,0.619140625,#32488E,50,72,142,Bill Bradley For President,,,7.7,,,,,,
497511191,103405342,0.1570129395,#DFE0E7,223,224,231,Bill Bradley For President,,,7.7,,,,,,
497511191,103405342,0.1187133789,#222224,34,34,36,Bill Bradley For President,,,7.7,,,,,,
497511191,103405342,0.05680847168,#D04949,208,73,73,Bill Bradley For President,,,7.7,,,,,,
497511191,103405342,0.04832458496,#8593BE,133,147,190,Bill Bradley For President,,,7.7,,,,,,
497510210,103405346,0.555847168,#222B5C,34,43,92,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510210,103405346,0.3009643555,#1F1F1F,31,31,31,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510210,103405346,0.08198547363,#B8BAC2,184,186,194,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510210,103405346,0.03720092773,#565D7F,86,93,127,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510210,103405346,0.0240020752,#761F35,118,31,53,Kevin McCarthy ; Congress,,,4.5,,,,,,
497511194,103405350,0.5369567871,#DFDCE1,223,220,225,Vote 2004 The No Carb Slate Cheney Ashcroft Rumsfeld Bush Elect Kerry,,,5.5,,,,,,
497511194,103405350,0.1359558105,#252424,37,36,36,Vote 2004 The No Carb Slate Cheney Ashcroft Rumsfeld Bush Elect Kerry,,,5.5,,,,,,
497511194,103405350,0.1100006104,#EF3949,239,57,73,Vote 2004 The No Carb Slate Cheney Ashcroft Rumsfeld Bush Elect Kerry,,,5.5,,,,,,
497511194,103405350,0.1099700928,#B5ACBE,181,172,190,Vote 2004 The No Carb Slate Cheney Ashcroft Rumsfeld Bush Elect Kerry,,,5.5,,,,,,
497511194,103405350,0.1071166992,#41479A,65,71,154,Vote 2004 The No Carb Slate Cheney Ashcroft Rumsfeld Bush Elect Kerry,,,5.5,,,,,,
497510213,103405352,0.3037567139,#202020,32,32,32,Vote ; Let's reconstruct Alabama together! ; Yolanda Flowers for Governor 2022,,,5.6,,,,,,
497510213,103405352,0.2702331543,#AAA9B0,170,169,176,Vote ; Let's reconstruct Alabama together! ; Yolanda Flowers for Governor 2022,,,5.6,,,,,,
497510213,103405352,0.2458190918,#C0BFC5,192,191,197,Vote ; Let's reconstruct Alabama together! ; Yolanda Flowers for Governor 2022,,,5.6,,,,,,
497510213,103405352,0.1281890869,#353E68,53,62,104,Vote ; Let's reconstruct Alabama together! ; Yolanda Flowers for Governor 2022,,,5.6,,,,,,
497510213,103405352,0.05200195313,#727383,114,115,131,Vote ; Let's reconstruct Alabama together! ; Yolanda Flowers for Governor 2022,,,5.6,,,,,,
497511197,103405360,0.6167755127,#1E4685,30,70,133,I'm On Mario's Team,,,5.2,,,,,,
497511197,103405360,0.1753082275,#D2CFCB,210,207,203,I'm On Mario's Team,,,5.2,,,,,,
497511197,103405360,0.119934082,#222224,34,34,36,I'm On Mario's Team,,,5.2,,,,,,
497511197,103405360,0.04624938965,#566C94,86,108,148,I'm On Mario's Team,,,5.2,,,,,,
497511197,103405360,0.04173278809,#9BA1B1,155,161,177,I'm On Mario's Team,,,5.2,,,,,,
497510216,103405362,0.525970459,#0F3E69,15,62,105,Paul for all ; Paul Steury for US Congress,,,5.6,,,,,,
497510216,103405362,0.2780151367,#1F1F1F,31,31,31,Paul for all ; Paul Steury for US Congress,,,5.6,,,,,,
497510216,103405362,0.09091186523,#AEB0BE,174,176,190,Paul for all ; Paul Steury for US Congress,,,5.6,,,,,,
497510216,103405362,0.08648681641,#5D6E85,93,110,133,Paul for all ; Paul Steury for US Congress,,,5.6,,,,,,
497510216,103405362,0.01861572266,#9B8933,155,137,51,Paul for all ; Paul Steury for US Congress,,,5.6,,,,,,
497510219,103405364,0.5006561279,#024682,2,70,130,"Maura Healey for Attorney General ; Vote September 9, 2014",,,5.6,,,,,,
497510219,103405364,0.2948150635,#222020,34,32,32,"Maura Healey for Attorney General ; Vote September 9, 2014",,,5.6,,,,,,
497510219,103405364,0.07022094727,#3A618A,58,97,138,"Maura Healey for Attorney General ; Vote September 9, 2014",,,5.6,,,,,,
497510219,103405364,0.06980895996,#A9ACBE,169,172,190,"Maura Healey for Attorney General ; Vote September 9, 2014",,,5.6,,,,,,
497510219,103405364,0.06449890137,#6A85A7,106,133,167,"Maura Healey for Attorney General ; Vote September 9, 2014",,,5.6,,,,,,
497511200,103405370,0.3798217773,#272631,39,38,49,Schenectady County Democratic Committee,,,8.8,,,,,,
497511200,103405370,0.2127227783,#254774,37,71,116,Schenectady County Democratic Committee,,,8.8,,,,,,
497511200,103405370,0.1640472412,#DABDA4,218,189,164,Schenectady County Democratic Committee,,,8.8,,,,,,
497511200,103405370,0.147354126,#C24843,194,72,67,Schenectady County Democratic Committee,,,8.8,,,,,,
497511200,103405370,0.09605407715,#637085,99,112,133,Schenectady County Democratic Committee,,,8.8,,,,,,
497511203,103405372,0.3808746338,#232223,35,34,35,Hillary America's Choice For 2000,,,7,,,,,,
497511203,103405372,0.1972961426,#2C3D6F,44,61,111,Hillary America's Choice For 2000,,,7,,,,,,
497511203,103405372,0.168182373,#D1BFBE,209,191,190,Hillary America's Choice For 2000,,,7,,,,,,
497511203,103405372,0.1305084229,#6E5559,110,85,89,Hillary America's Choice For 2000,,,7,,,,,,
497511203,103405372,0.1231384277,#C55265,197,82,101,Hillary America's Choice For 2000,,,7,,,,,,
497510222,103405374,0.3688812256,#B5B5C3,181,181,195,Michael Maher ; U.S. Congress California District 21 ; A New Vision for California ; 2022,2022,2022,5.8,,,,,,
497510222,103405374,0.341217041,#212121,33,33,33,Michael Maher ; U.S. Congress California District 21 ; A New Vision for California ; 2022,2022,2022,5.8,,,,,,
497510222,103405374,0.131942749,#822935,130,41,53,Michael Maher ; U.S. Congress California District 21 ; A New Vision for California ; 2022,2022,2022,5.8,,,,,,
497510222,103405374,0.09454345703,#94828C,148,130,140,Michael Maher ; U.S. Congress California District 21 ; A New Vision for California ; 2022,2022,2022,5.8,,,,,,
497510222,103405374,0.06341552734,#524E50,82,78,80,Michael Maher ; U.S. Congress California District 21 ; A New Vision for California ; 2022,2022,2022,5.8,,,,,,
497511206,103405380,0.7649841309,#222121,34,33,33,Julian Schreibman Congress,,,7,,,,,,
497511206,103405380,0.07135009766,#B72A3A,183,42,58,Julian Schreibman Congress,,,7,,,,,,
497511206,103405380,0.07121276855,#4C4445,76,68,69,Julian Schreibman Congress,,,7,,,,,,
497511206,103405380,0.05140686035,#91777B,145,119,123,Julian Schreibman Congress,,,7,,,,,,
497511206,103405380,0.04104614258,#ADA7AB,173,167,171,Julian Schreibman Congress,,,7,,,,,,
497510225,103405384,0.4031982422,#1F1F22,31,31,34,Tandon for Congress,,,5.6,,,,,,
497510225,103405384,0.2216339111,#6A574B,106,87,75,Tandon for Congress,,,5.6,,,,,,
497510225,103405384,0.1859130859,#36373D,54,55,61,Tandon for Congress,,,5.6,,,,,,
497510225,103405384,0.1328735352,#8A8372,138,131,114,Tandon for Congress,,,5.6,,,,,,
497510225,103405384,0.05638122559,#9F4F27,159,79,39,Tandon for Congress,,,5.6,,,,,,
497511209,103405390,0.4944915771,#89BD23,137,189,35,Working Families For Hillary,,,5.3,,,,,,
497511209,103405390,0.3143310547,#484152,72,65,82,Working Families For Hillary,,,5.3,,,,,,
497511209,103405390,0.1158752441,#222221,34,34,33,Working Families For Hillary,,,5.3,,,,,,
497511209,103405390,0.0500793457,#D8D4A0,216,212,160,Working Families For Hillary,,,5.3,,,,,,
497511209,103405390,0.02522277832,#918F7F,145,143,127,Working Families For Hillary,,,5.3,,,,,,
497510228,103405392,0.2928161621,#C9C8D4,201,200,212,Adam Martin for US Congress ; We the People,,,5.6,,,,,,
497510228,103405392,0.2913970947,#B7B3BC,183,179,188,Adam Martin for US Congress ; We the People,,,5.6,,,,,,
497510228,103405392,0.2875366211,#1F2022,31,32,34,Adam Martin for US Congress ; We the People,,,5.6,,,,,,
497510228,103405392,0.09043884277,#B13138,177,49,56,Adam Martin for US Congress ; We the People,,,5.6,,,,,,
497510228,103405392,0.0378112793,#424F68,66,79,104,Adam Martin for US Congress ; We the People,,,5.6,,,,,,
497511212,103405400,0.3471069336,#232223,35,34,35,"History in The Making Albany May 16, 2000",,,7.5,,,,,,
497511212,103405400,0.2227325439,#2E2E39,46,46,57,"History in The Making Albany May 16, 2000",,,7.5,,,,,,
497511212,103405400,0.2052154541,#2E5E99,46,94,153,"History in The Making Albany May 16, 2000",,,7.5,,,,,,
497511212,103405400,0.1590576172,#ABABB4,171,171,180,"History in The Making Albany May 16, 2000",,,7.5,,,,,,
497511212,103405400,0.06588745117,#78636C,120,99,108,"History in The Making Albany May 16, 2000",,,7.5,,,,,,
497510231,103405402,0.5783538818,#B6B5BF,182,181,191,Dick Ausman ; U.S. Congress,,,5.6,,,,,,
497510231,103405402,0.2717285156,#201F20,32,31,32,Dick Ausman ; U.S. Congress,,,5.6,,,,,,
497510231,103405402,0.05126953125,#404065,64,64,101,Dick Ausman ; U.S. Congress,,,5.6,,,,,,
497510231,103405402,0.04942321777,#8F838F,143,131,143,Dick Ausman ; U.S. Congress,,,5.6,,,,,,
497510231,103405402,0.04922485352,#99333D,153,51,61,Dick Ausman ; U.S. Congress,,,5.6,,,,,,
497510234,103405404,0.5693817139,#BEBDC1,190,189,193,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510234,103405404,0.2827148438,#20201F,32,32,31,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510234,103405404,0.08865356445,#223363,34,51,99,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510234,103405404,0.03871154785,#867D8E,134,125,142,Kevin McCarthy ; Congress,,,4.5,,,,,,
497510234,103405404,0.02053833008,#9C303D,156,48,61,Kevin McCarthy ; Congress,,,4.5,,,,,,
497511215,103405410,0.4104766846,#242223,36,34,35,Bill and Hillary America's Next First Family,,,7.5,,,,,,
497511215,103405410,0.2006378174,#494581,73,69,129,Bill and Hillary America's Next First Family,,,7.5,,,,,,
497511215,103405410,0.1781158447,#B99A99,185,154,153,Bill and Hillary America's Next First Family,,,7.5,,,,,,
497511215,103405410,0.1433258057,#BC5A54,188,90,84,Bill and Hillary America's Next First Family,,,7.5,,,,,,
497511215,103405410,0.06744384766,#67484B,103,72,75,Bill and Hillary America's Next First Family,,,7.5,,,,,,
497511218,103405412,0.4889373779,#473466,71,52,102,Working Families For Hillary,,,5.2,,,,,,
497511218,103405412,0.1573486328,#D1C49A,209,196,154,Working Families For Hillary,,,5.2,,,,,,
497511218,103405412,0.1538391113,#86B520,134,181,32,Working Families For Hillary,,,5.2,,,,,,
497511218,103405412,0.1307830811,#242423,36,36,35,Working Families For Hillary,,,5.2,,,,,,
497511218,103405412,0.06909179688,#7E7077,126,112,119,Working Families For Hillary,,,5.2,,,,,,
497510237,103405414,0.494140625,#4E96B4,78,150,180,Barry Wendell for US Congress ; WV,,,5.6,,,,,,
497510237,103405414,0.2735900879,#1F1F1F,31,31,31,Barry Wendell for US Congress ; WV,,,5.6,,,,,,
497510237,103405414,0.1234893799,#183765,24,55,101,Barry Wendell for US Congress ; WV,,,5.6,,,,,,
497510237,103405414,0.1020050049,#A7B8CA,167,184,202,Barry Wendell for US Congress ; WV,,,5.6,,,,,,
497510237,103405414,0.006774902344,#B7923D,183,146,61,Barry Wendell for US Congress ; WV,,,5.6,,,,,,
497511221,103405420,0.2865753174,#212121,33,33,33,Michelle Ostrelich Listening Tour,,,8.5,,,,,,
497511221,103405420,0.2487030029,#D0D3E2,208,211,226,Michelle Ostrelich Listening Tour,,,8.5,,,,,,
497511221,103405420,0.2188415527,#0589BD,5,137,189,Michelle Ostrelich Listening Tour,,,8.5,,,,,,
497511221,103405420,0.1593933105,#173E63,23,62,99,Michelle Ostrelich Listening Tour,,,8.5,,,,,,
497511221,103405420,0.08648681641,#6896B6,104,150,182,Michelle Ostrelich Listening Tour,,,8.5,,,,,,
497510240,103405424,0.3301544189,#B5B3BC,181,179,188,Joanne Terry for Congress ; Florida - 08,,,5.5,,,,,,
497510240,103405424,0.2750244141,#1F1F1F,31,31,31,Joanne Terry for Congress ; Florida - 08,,,5.5,,,,,,
497510240,103405424,0.2295074463,#CCCBD6,204,203,214,Joanne Terry for Congress ; Florida - 08,,,5.5,,,,,,
497510240,103405424,0.1102600098,#4D2A63,77,42,99,Joanne Terry for Congress ; Florida - 08,,,5.5,,,,,,
497510240,103405424,0.05505371094,#8D6460,141,100,96,Joanne Terry for Congress ; Florida - 08,,,5.5,,,,,,
497511224,103405430,0.8416900635,#1B2237,27,34,55,Hillary,,,7.8,,,,,,
497511224,103405430,0.07418823242,#D6D2D1,214,210,209,Hillary,,,7.8,,,,,,
497511224,103405430,0.04782104492,#636673,99,102,115,Hillary,,,7.8,,,,,,
497511224,103405430,0.02503967285,#DE2533,222,37,51,Hillary,,,7.8,,,,,,
497511224,103405430,0.01126098633,#0445A0,4,69,160,Hillary,,,7.8,,,,,,
497510243,103405433,0.4332122803,#252020,37,32,32,Natasah Hill for Congress ; To ensure equality,,,3.7,,,,,,
497510243,103405433,0.2718353271,#A25E31,162,94,49,Natasah Hill for Congress ; To ensure equality,,,3.7,,,,,,
497510243,103405433,0.1599884033,#2A447F,42,68,127,Natasah Hill for Congress ; To ensure equality,,,3.7,,,,,,
497510243,103405433,0.07400512695,#ADA19B,173,161,155,Natasah Hill for Congress ; To ensure equality,,,3.7,,,,,,
497510243,103405433,0.0609588623,#17823E,23,130,62,Natasah Hill for Congress ; To ensure equality,,,3.7,,,,,,
497511227,103405436,0.4051361084,#2D292A,45,41,42,Clinton Gore '92,,,7.6,,,,,,
497511227,103405436,0.2256622314,#49618D,73,97,141,Clinton Gore '92,,,7.6,,,,,,
497511227,103405436,0.1497192383,#89919B,137,145,155,Clinton Gore '92,,,7.6,,,,,,
497511227,103405436,0.1219329834,#8A504C,138,80,76,Clinton Gore '92,,,7.6,,,,,,
497511227,103405436,0.09754943848,#C1BEC1,193,190,193,Clinton Gore '92,,,7.6,,,,,,
497511230,103405440,0.2620697021,#2B2828,43,40,40,Our People Our Future,,,4.5,,,,,,
497511230,103405440,0.2228851318,#CDD0D1,205,208,209,Our People Our Future,,,4.5,,,,,,
497511230,103405440,0.220123291,#605F8A,96,95,138,Our People Our Future,,,4.5,,,,,,
497511230,103405440,0.209854126,#DEB068,222,176,104,Our People Our Future,,,4.5,,,,,,
497511230,103405440,0.08506774902,#8D9DAE,141,157,174,Our People Our Future,,,4.5,,,,,,
